ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2015,"2015",0,"Total",42745,7447,"Census Tract 85, Multnomah County, OR","14000US41051008500"
2015,"2015",0,"Total",37881,7191.999999999999,"Census Tract 86, Multnomah County, OR","14000US41051008600"
2015,"2015",0,"Total",55820,7755.000000000001,"Census Tract 87, Multnomah County, OR","14000US41051008700"
2015,"2015",0,"Total",56125,11678,"Census Tract 88, Multnomah County, OR","14000US41051008800"
2015,"2015",0,"Total",68750,14592.000000000002,"Census Tract 89.01, Multnomah County, OR","14000US41051008901"
2015,"2015",0,"Total",46250,7964.000000000001,"Census Tract 89.02, Multnomah County, OR","14000US41051008902"
2015,"2015",0,"Total",37091,6635,"Census Tract 90, Multnomah County, OR","14000US41051009000"
2015,"2015",0,"Total",28843,7462,"Census Tract 91.01, Multnomah County, OR","14000US41051009101"
2015,"2015",0,"Total",45115,9987,"Census Tract 91.02, Multnomah County, OR","14000US41051009102"
2015,"2015",0,"Total",34748,3979,"Census Tract 92.01, Multnomah County, OR","14000US41051009201"
2015,"2015",0,"Total",48894,3782,"Census Tract 92.02, Multnomah County, OR","14000US41051009202"
2015,"2015",0,"Total",52083,10388,"Census Tract 93.01, Multnomah County, OR","14000US41051009301"
2015,"2015",0,"Total",47536,8239,"Census Tract 93.02, Multnomah County, OR","14000US41051009302"
2015,"2015",0,"Total",51649,8306,"Census Tract 94, Multnomah County, OR","14000US41051009400"
2015,"2015",0,"Total",42433,4827,"Census Tract 95.01, Multnomah County, OR","14000US41051009501"
2015,"2015",0,"Total",60149,10428,"Census Tract 95.02, Multnomah County, OR","14000US41051009502"
2015,"2015",0,"Total",35236,7170,"Census Tract 96.05, Multnomah County, OR","14000US41051009605"
2015,"2015",0,"Total",38846,9450,"Census Tract 97.01, Multnomah County, OR","14000US41051009701"
2015,"2015",0,"Total",40399,7373.999999999999,"Census Tract 97.02, Multnomah County, OR","14000US41051009702"
2015,"2015",0,"Total",40833,8412,"Census Tract 98.03, Multnomah County, OR","14000US41051009803"
2015,"2015",0,"Total",39010,15656,"Census Tract 98.04, Multnomah County, OR","14000US41051009804"
2015,"2015",0,"Total",84764,5457,"Census Tract 99.03, Multnomah County, OR","14000US41051009903"
2015,"2015",0,"Total",58221,9700,"Census Tract 102, Multnomah County, OR","14000US41051010200"
2015,"2015",0,"Total",13048,1502,"Census Tract 106, Multnomah County, OR","14000US41051010600"
2014,"2014",0,"Total",54795,6783.000000000001,"Census Tract 208, Clackamas County, OR","14000US41005020800"
2014,"2014",0,"Total",44655,5332,"Census Tract 209, Clackamas County, OR","14000US41005020900"
2014,"2014",0,"Total",50772,7423,"Census Tract 210, Clackamas County, OR","14000US41005021000"
2014,"2014",0,"Total",40917,7340,"Census Tract 216.01, Clackamas County, OR","14000US41005021601"
2014,"2014",0,"Total",80516,12604,"Census Tract 222.06, Clackamas County, OR","14000US41005022206"
2014,"2014",0,"Total",93615,13077,"Census Tract 222.08, Clackamas County, OR","14000US41005022208"
2014,"2014",0,"Total",59684,5414,"Census Tract 1, Multnomah County, OR","14000US41051000100"
2014,"2014",0,"Total",56461,8208,"Census Tract 2, Multnomah County, OR","14000US41051000200"
2014,"2014",0,"Total",40813,5321,"Census Tract 3.01, Multnomah County, OR","14000US41051000301"
2014,"2014",0,"Total",99063,13775.000000000002,"Census Tract 3.02, Multnomah County, OR","14000US41051000302"
2014,"2014",0,"Total",68350,5480,"Census Tract 4.01, Multnomah County, OR","14000US41051000401"
2014,"2014",0,"Total",60838,6538,"Census Tract 4.02, Multnomah County, OR","14000US41051000402"
2014,"2014",0,"Total",51488,3082,"Census Tract 5.01, Multnomah County, OR","14000US41051000501"
2014,"2014",0,"Total",48771,4148,"Census Tract 5.02, Multnomah County, OR","14000US41051000502"
2014,"2014",0,"Total",46156,8205,"Census Tract 6.01, Multnomah County, OR","14000US41051000601"
2014,"2014",0,"Total",39043,4272,"Census Tract 6.02, Multnomah County, OR","14000US41051000602"
2014,"2014",0,"Total",53265,6147,"Census Tract 7.01, Multnomah County, OR","14000US41051000701"
2014,"2014",0,"Total",51203,6663,"Census Tract 7.02, Multnomah County, OR","14000US41051000702"
2014,"2014",0,"Total",61719,3361,"Census Tract 8.01, Multnomah County, OR","14000US41051000801"
2014,"2014",0,"Total",53194,7858,"Census Tract 8.02, Multnomah County, OR","14000US41051000802"
2014,"2014",0,"Total",63462,7715.000000000001,"Census Tract 9.01, Multnomah County, OR","14000US41051000901"
2014,"2014",0,"Total",35278,6501,"Census Tract 9.02, Multnomah County, OR","14000US41051000902"
2014,"2014",0,"Total",53137,10910,"Census Tract 10, Multnomah County, OR","14000US41051001000"
2014,"2014",0,"Total",27712,8920,"Census Tract 11.01, Multnomah County, OR","14000US41051001101"
2014,"2014",0,"Total",56500,16002,"Census Tract 11.02, Multnomah County, OR","14000US41051001102"
2014,"2014",0,"Total",42453,4995,"Census Tract 12.01, Multnomah County, OR","14000US41051001201"
2014,"2014",0,"Total",71681,10760,"Census Tract 12.02, Multnomah County, OR","14000US41051001202"
2014,"2014",0,"Total",53646,11934,"Census Tract 13.01, Multnomah County, OR","14000US41051001301"
2014,"2014",0,"Total",81007,8873,"Census Tract 13.02, Multnomah County, OR","14000US41051001302"
2014,"2014",0,"Total",61364,19152,"Census Tract 14, Multnomah County, OR","14000US41051001400"
2014,"2014",0,"Total",82500,19274,"Census Tract 15, Multnomah County, OR","14000US41051001500"
2014,"2014",0,"Total",62259,10535,"Census Tract 16.01, Multnomah County, OR","14000US41051001601"
2014,"2014",0,"Total",47500,5256,"Census Tract 16.02, Multnomah County, OR","14000US41051001602"
2014,"2014",0,"Total",57561,11426,"Census Tract 17.01, Multnomah County, OR","14000US41051001701"
2014,"2014",0,"Total",45724,7277,"Census Tract 17.02, Multnomah County, OR","14000US41051001702"
2014,"2014",0,"Total",48316,6111,"Census Tract 18.01, Multnomah County, OR","14000US41051001801"
2014,"2014",0,"Total",54583,12016,"Census Tract 18.02, Multnomah County, OR","14000US41051001802"
2014,"2014",0,"Total",100000,9721,"Census Tract 19, Multnomah County, OR","14000US41051001900"
2014,"2014",0,"Total",43663,7261,"Census Tract 20, Multnomah County, OR","14000US41051002000"
2014,"2014",0,"Total",32446,7545.999999999999,"Census Tract 21, Multnomah County, OR","14000US41051002100"
2014,"2014",0,"Total",47012,10946,"Census Tract 22.03, Multnomah County, OR","14000US41051002203"
2014,"2014",0,"Total",38333,6457,"Census Tract 23.03, Multnomah County, OR","14000US41051002303"
2014,"2014",0,"Total",104432,18202,"Census Tract 24.01, Multnomah County, OR","14000US41051002401"
2014,"2014",0,"Total",50589,5616,"Census Tract 24.02, Multnomah County, OR","14000US41051002402"
2014,"2014",0,"Total",118047,15332,"Census Tract 25.01, Multnomah County, OR","14000US41051002501"
2014,"2014",0,"Total",46786,8228,"Census Tract 25.02, Multnomah County, OR","14000US41051002502"
2014,"2014",0,"Total",110313,20853,"Census Tract 26, Multnomah County, OR","14000US41051002600"
2014,"2014",0,"Total",106579,7529,"Census Tract 27.01, Multnomah County, OR","14000US41051002701"
2014,"2014",0,"Total",51875,16995,"Census Tract 27.02, Multnomah County, OR","14000US41051002702"
2014,"2014",0,"Total",81852,9240,"Census Tract 28.01, Multnomah County, OR","14000US41051002801"
2014,"2014",0,"Total",62885,6430,"Census Tract 28.02, Multnomah County, OR","14000US41051002802"
2014,"2014",0,"Total",61464,4576,"Census Tract 29.01, Multnomah County, OR","14000US41051002901"
2014,"2014",0,"Total",50042,4466,"Census Tract 29.02, Multnomah County, OR","14000US41051002902"
2014,"2014",0,"Total",55694,5683,"Census Tract 29.03, Multnomah County, OR","14000US41051002903"
2014,"2014",0,"Total",85372,8638,"Census Tract 30, Multnomah County, OR","14000US41051003000"
2014,"2014",0,"Total",81793,7510,"Census Tract 31, Multnomah County, OR","14000US41051003100"
2014,"2014",0,"Total",81403,8288,"Census Tract 32, Multnomah County, OR","14000US41051003200"
2014,"2014",0,"Total",55486,10335,"Census Tract 33.01, Multnomah County, OR","14000US41051003301"
2014,"2014",0,"Total",62024,20467,"Census Tract 33.02, Multnomah County, OR","14000US41051003302"
2014,"2014",0,"Total",41929,13683,"Census Tract 34.01, Multnomah County, OR","14000US41051003401"
2014,"2014",0,"Total",51129,12473,"Census Tract 34.02, Multnomah County, OR","14000US41051003402"
2014,"2014",0,"Total",45236,9322,"Census Tract 35.01, Multnomah County, OR","14000US41051003501"
2014,"2014",0,"Total",76500,18102,"Census Tract 35.02, Multnomah County, OR","14000US41051003502"
2014,"2014",0,"Total",59071,8933,"Census Tract 36.01, Multnomah County, OR","14000US41051003601"
2014,"2014",0,"Total",70839,5414,"Census Tract 36.02, Multnomah County, OR","14000US41051003602"
2014,"2014",0,"Total",65063,10724,"Census Tract 36.03, Multnomah County, OR","14000US41051003603"
2014,"2014",0,"Total",45426,7520,"Census Tract 37.01, Multnomah County, OR","14000US41051003701"
2014,"2014",0,"Total",68977,11739,"Census Tract 37.02, Multnomah County, OR","14000US41051003702"
2014,"2014",0,"Total",46635,16033.999999999998,"Census Tract 38.01, Multnomah County, OR","14000US41051003801"
2014,"2014",0,"Total",56513,6864,"Census Tract 38.02, Multnomah County, OR","14000US41051003802"
2014,"2014",0,"Total",54884,11251,"Census Tract 38.03, Multnomah County, OR","14000US41051003803"
2014,"2014",0,"Total",53804,6860.000000000001,"Census Tract 39.01, Multnomah County, OR","14000US41051003901"
2014,"2014",0,"Total",64583,8378,"Census Tract 39.02, Multnomah County, OR","14000US41051003902"
2014,"2014",0,"Total",35130,10565,"Census Tract 40.01, Multnomah County, OR","14000US41051004001"
2014,"2014",0,"Total",58889,9357,"Census Tract 40.02, Multnomah County, OR","14000US41051004002"
2014,"2014",0,"Total",43707,5548,"Census Tract 41.01, Multnomah County, OR","14000US41051004101"
2014,"2014",0,"Total",42722,5517,"Census Tract 41.02, Multnomah County, OR","14000US41051004102"
2014,"2014",0,"Total",39292,4952,"Census Tract 42, Multnomah County, OR","14000US41051004200"
2014,"2014",0,"Total",86500,19461,"Census Tract 43, Multnomah County, OR","14000US41051004300"
2014,"2014",0,"Total",62383,16412,"Census Tract 45, Multnomah County, OR","14000US41051004500"
2014,"2014",0,"Total",117875,18008,"Census Tract 46.01, Multnomah County, OR","14000US41051004601"
2014,"2014",0,"Total",132708,23719,"Census Tract 46.02, Multnomah County, OR","14000US41051004602"
2014,"2014",0,"Total",69083,16587,"Census Tract 47, Multnomah County, OR","14000US41051004700"
2014,"2014",0,"Total",35211,6247,"Census Tract 48, Multnomah County, OR","14000US41051004800"
2014,"2014",0,"Total",26466,6050,"Census Tract 49, Multnomah County, OR","14000US41051004900"
2014,"2014",0,"Total",85259,9461,"Census Tract 50, Multnomah County, OR","14000US41051005000"
2014,"2014",0,"Total",50500,12742,"Census Tract 51, Multnomah County, OR","14000US41051005100"
2014,"2014",0,"Total",36701,4140,"Census Tract 52, Multnomah County, OR","14000US41051005200"
2014,"2014",0,"Total",23952,6659,"Census Tract 55, Multnomah County, OR","14000US41051005500"
2014,"2014",0,"Total",25305,3136,"Census Tract 56, Multnomah County, OR","14000US41051005600"
2014,"2014",0,"Total",57825,4533,"Census Tract 57, Multnomah County, OR","14000US41051005700"
2014,"2014",0,"Total",95982,24116,"Census Tract 58, Multnomah County, OR","14000US41051005800"
2014,"2014",0,"Total",73833,14590,"Census Tract 59, Multnomah County, OR","14000US41051005900"
2014,"2014",0,"Total",71995,19560,"Census Tract 60.01, Multnomah County, OR","14000US41051006001"
2014,"2014",0,"Total",95811,10391,"Census Tract 60.02, Multnomah County, OR","14000US41051006002"
2014,"2014",0,"Total",98529,18069,"Census Tract 61, Multnomah County, OR","14000US41051006100"
2014,"2014",0,"Total",76897,8903,"Census Tract 62, Multnomah County, OR","14000US41051006200"
2014,"2014",0,"Total",70063,13901,"Census Tract 64.03, Multnomah County, OR","14000US41051006403"
2014,"2014",0,"Total",83952,15448,"Census Tract 65.01, Multnomah County, OR","14000US41051006501"
2014,"2014",0,"Total",54545,11631,"Census Tract 65.02, Multnomah County, OR","14000US41051006502"
2014,"2014",0,"Total",92279,8564,"Census Tract 66.01, Multnomah County, OR","14000US41051006601"
2014,"2014",0,"Total",61719,7828,"Census Tract 66.02, Multnomah County, OR","14000US41051006602"
2014,"2014",0,"Total",64318,14829,"Census Tract 67.01, Multnomah County, OR","14000US41051006701"
2014,"2014",0,"Total",63940,5499,"Census Tract 67.02, Multnomah County, OR","14000US41051006702"
2014,"2014",0,"Total",74551,11337,"Census Tract 68.01, Multnomah County, OR","14000US41051006801"
2014,"2014",0,"Total",100703,17468,"Census Tract 68.02, Multnomah County, OR","14000US41051006802"
2014,"2014",0,"Total",166278,17970,"Census Tract 69, Multnomah County, OR","14000US41051006900"
2014,"2014",0,"Total",132266,13942,"Census Tract 70, Multnomah County, OR","14000US41051007000"
2014,"2014",0,"Total",72331,7828,"Census Tract 71, Multnomah County, OR","14000US41051007100"
2014,"2014",0,"Total",43857,7028,"Census Tract 72.01, Multnomah County, OR","14000US41051007201"
2014,"2014",0,"Total",56534,6350,"Census Tract 72.02, Multnomah County, OR","14000US41051007202"
2014,"2014",0,"Total",30625,11057,"Census Tract 73, Multnomah County, OR","14000US41051007300"
2014,"2014",0,"Total",38043,5814,"Census Tract 74, Multnomah County, OR","14000US41051007400"
2014,"2014",0,"Total",50437,7426.000000000001,"Census Tract 75, Multnomah County, OR","14000US41051007500"
2014,"2014",0,"Total",39698,7502,"Census Tract 76, Multnomah County, OR","14000US41051007600"
2014,"2014",0,"Total",42689,8346,"Census Tract 77, Multnomah County, OR","14000US41051007700"
2014,"2014",0,"Total",51250,9821,"Census Tract 78, Multnomah County, OR","14000US41051007800"
2014,"2014",0,"Total",43534,8120,"Census Tract 79, Multnomah County, OR","14000US41051007900"
2014,"2014",0,"Total",49688,9496,"Census Tract 80.01, Multnomah County, OR","14000US41051008001"
2014,"2014",0,"Total",57604,8113,"Census Tract 80.02, Multnomah County, OR","14000US41051008002"
2014,"2014",0,"Total",37212,7068,"Census Tract 81, Multnomah County, OR","14000US41051008100"
2014,"2014",0,"Total",42097,10576,"Census Tract 82.01, Multnomah County, OR","14000US41051008201"
2014,"2014",0,"Total",36188,7545,"Census Tract 82.02, Multnomah County, OR","14000US41051008202"
2014,"2014",0,"Total",25241,6301,"Census Tract 83.01, Multnomah County, OR","14000US41051008301"
2014,"2014",0,"Total",31477,5204,"Census Tract 83.02, Multnomah County, OR","14000US41051008302"
2014,"2014",0,"Total",35857,5582,"Census Tract 84, Multnomah County, OR","14000US41051008400"
2014,"2014",0,"Total",43489,6492,"Census Tract 85, Multnomah County, OR","14000US41051008500"
2014,"2014",0,"Total",37813,11314,"Census Tract 86, Multnomah County, OR","14000US41051008600"
2014,"2014",0,"Total",56435,7300,"Census Tract 87, Multnomah County, OR","14000US41051008700"
2014,"2014",0,"Total",51544,12548,"Census Tract 88, Multnomah County, OR","14000US41051008800"
2014,"2014",0,"Total",64375,13370,"Census Tract 89.01, Multnomah County, OR","14000US41051008901"
2014,"2014",0,"Total",43664,5921,"Census Tract 89.02, Multnomah County, OR","14000US41051008902"
2014,"2014",0,"Total",38521,6211,"Census Tract 90, Multnomah County, OR","14000US41051009000"
2014,"2014",0,"Total",30673,9899,"Census Tract 91.01, Multnomah County, OR","14000US41051009101"
2014,"2014",0,"Total",42742,9882,"Census Tract 91.02, Multnomah County, OR","14000US41051009102"
2014,"2014",0,"Total",36263,5335,"Census Tract 92.01, Multnomah County, OR","14000US41051009201"
2014,"2014",0,"Total",48146,4433,"Census Tract 92.02, Multnomah County, OR","14000US41051009202"
2014,"2014",0,"Total",43250,5814,"Census Tract 93.01, Multnomah County, OR","14000US41051009301"
2014,"2014",0,"Total",45389,4548,"Census Tract 93.02, Multnomah County, OR","14000US41051009302"
2014,"2014",0,"Total",52330,9633,"Census Tract 94, Multnomah County, OR","14000US41051009400"
2014,"2014",0,"Total",41143,4921,"Census Tract 95.01, Multnomah County, OR","14000US41051009501"
2014,"2014",0,"Total",59444,9187,"Census Tract 95.02, Multnomah County, OR","14000US41051009502"
2014,"2014",0,"Total",38750,10962,"Census Tract 96.05, Multnomah County, OR","14000US41051009605"
2014,"2014",0,"Total",42757,6040,"Census Tract 97.01, Multnomah County, OR","14000US41051009701"
2014,"2014",0,"Total",40420,5254,"Census Tract 97.02, Multnomah County, OR","14000US41051009702"
2014,"2014",0,"Total",39817,5641,"Census Tract 98.03, Multnomah County, OR","14000US41051009803"
2014,"2014",0,"Total",38201,8033,"Census Tract 98.04, Multnomah County, OR","14000US41051009804"
2014,"2014",0,"Total",82560,7798,"Census Tract 99.03, Multnomah County, OR","14000US41051009903"
2014,"2014",0,"Total",57659,6837.999999999999,"Census Tract 102, Multnomah County, OR","14000US41051010200"
2014,"2014",0,"Total",13160,1054,"Census Tract 106, Multnomah County, OR","14000US41051010600"
2013,"2013",0,"Total",51456,6544,"Census Tract 208, Clackamas County, OR","14000US41005020800"
2013,"2013",0,"Total",43306,3293,"Census Tract 209, Clackamas County, OR","14000US41005020900"
2013,"2013",0,"Total",51453,7627.999999999999,"Census Tract 210, Clackamas County, OR","14000US41005021000"
2013,"2013",0,"Total",39384,4177,"Census Tract 216.01, Clackamas County, OR","14000US41005021601"
2013,"2013",0,"Total",71412,8375,"Census Tract 222.06, Clackamas County, OR","14000US41005022206"
2013,"2013",0,"Total",88849,11654,"Census Tract 222.08, Clackamas County, OR","14000US41005022208"
2013,"2013",0,"Total",59273,4612,"Census Tract 1, Multnomah County, OR","14000US41051000100"
2013,"2013",0,"Total",55299,4633,"Census Tract 2, Multnomah County, OR","14000US41051000200"
2013,"2013",0,"Total",44273,8472,"Census Tract 3.01, Multnomah County, OR","14000US41051000301"
2013,"2013",0,"Total",93542,19471,"Census Tract 3.02, Multnomah County, OR","14000US41051000302"
2013,"2013",0,"Total",68306,8076,"Census Tract 4.01, Multnomah County, OR","14000US41051000401"
2013,"2013",0,"Total",57598,13680.999999999998,"Census Tract 4.02, Multnomah County, OR","14000US41051000402"
2013,"2013",0,"Total",51327,3332,"Census Tract 5.01, Multnomah County, OR","14000US41051000501"
2013,"2013",0,"Total",49462,4116,"Census Tract 5.02, Multnomah County, OR","14000US41051000502"
2013,"2013",0,"Total",46741,6306,"Census Tract 6.01, Multnomah County, OR","14000US41051000601"
2013,"2013",0,"Total",41711,3341,"Census Tract 6.02, Multnomah County, OR","14000US41051000602"
2013,"2013",0,"Total",50576,4393,"Census Tract 7.01, Multnomah County, OR","14000US41051000701"
2013,"2013",0,"Total",47155,8409,"Census Tract 7.02, Multnomah County, OR","14000US41051000702"
2013,"2013",0,"Total",60977,6329,"Census Tract 8.01, Multnomah County, OR","14000US41051000801"
2013,"2013",0,"Total",43583,8543,"Census Tract 8.02, Multnomah County, OR","14000US41051000802"
2013,"2013",0,"Total",56139,7302,"Census Tract 9.01, Multnomah County, OR","14000US41051000901"
2013,"2013",0,"Total",39773,7849,"Census Tract 9.02, Multnomah County, OR","14000US41051000902"
2013,"2013",0,"Total",51989,7366.000000000001,"Census Tract 10, Multnomah County, OR","14000US41051001000"
2013,"2013",0,"Total",27500,8193,"Census Tract 11.01, Multnomah County, OR","14000US41051001101"
2013,"2013",0,"Total",48750,17213,"Census Tract 11.02, Multnomah County, OR","14000US41051001102"
2013,"2013",0,"Total",43902,6413,"Census Tract 12.01, Multnomah County, OR","14000US41051001201"
2013,"2013",0,"Total",79783,11948,"Census Tract 12.02, Multnomah County, OR","14000US41051001202"
2013,"2013",0,"Total",44700,8576,"Census Tract 13.01, Multnomah County, OR","14000US41051001301"
2013,"2013",0,"Total",75149,9312,"Census Tract 13.02, Multnomah County, OR","14000US41051001302"
2013,"2013",0,"Total",59028,16615,"Census Tract 14, Multnomah County, OR","14000US41051001400"
2013,"2013",0,"Total",76518,7472,"Census Tract 15, Multnomah County, OR","14000US41051001500"
2013,"2013",0,"Total",56146,9518,"Census Tract 16.01, Multnomah County, OR","14000US41051001601"
2013,"2013",0,"Total",48034,5152,"Census Tract 16.02, Multnomah County, OR","14000US41051001602"
2013,"2013",0,"Total",58307,11421,"Census Tract 17.01, Multnomah County, OR","14000US41051001701"
2013,"2013",0,"Total",46042,8926,"Census Tract 17.02, Multnomah County, OR","14000US41051001702"
2013,"2013",0,"Total",45588,6512,"Census Tract 18.01, Multnomah County, OR","14000US41051001801"
2013,"2013",0,"Total",52656,13983,"Census Tract 18.02, Multnomah County, OR","14000US41051001802"
2013,"2013",0,"Total",93214,11319,"Census Tract 19, Multnomah County, OR","14000US41051001900"
2013,"2013",0,"Total",42578,7532,"Census Tract 20, Multnomah County, OR","14000US41051002000"
2013,"2013",0,"Total",25363,5561,"Census Tract 21, Multnomah County, OR","14000US41051002100"
2013,"2013",0,"Total",54153,9353,"Census Tract 22.03, Multnomah County, OR","14000US41051002203"
2013,"2013",0,"Total",37043,8366,"Census Tract 23.03, Multnomah County, OR","14000US41051002303"
2013,"2013",0,"Total",105461,20424,"Census Tract 24.01, Multnomah County, OR","14000US41051002401"
2013,"2013",0,"Total",45398,10306,"Census Tract 24.02, Multnomah County, OR","14000US41051002402"
2013,"2013",0,"Total",120625,19401,"Census Tract 25.01, Multnomah County, OR","14000US41051002501"
2013,"2013",0,"Total",49728,12597,"Census Tract 25.02, Multnomah County, OR","14000US41051002502"
2013,"2013",0,"Total",96250,12162,"Census Tract 26, Multnomah County, OR","14000US41051002600"
2013,"2013",0,"Total",103235,8178.999999999999,"Census Tract 27.01, Multnomah County, OR","14000US41051002701"
2013,"2013",0,"Total",56964,17493,"Census Tract 27.02, Multnomah County, OR","14000US41051002702"
2013,"2013",0,"Total",80724,8976,"Census Tract 28.01, Multnomah County, OR","14000US41051002801"
2013,"2013",0,"Total",62143,8330,"Census Tract 28.02, Multnomah County, OR","14000US41051002802"
2013,"2013",0,"Total",63119,2761,"Census Tract 29.01, Multnomah County, OR","14000US41051002901"
2013,"2013",0,"Total",50676,5485,"Census Tract 29.02, Multnomah County, OR","14000US41051002902"
2013,"2013",0,"Total",52802,10648,"Census Tract 29.03, Multnomah County, OR","14000US41051002903"
2013,"2013",0,"Total",80547,5759,"Census Tract 30, Multnomah County, OR","14000US41051003000"
2013,"2013",0,"Total",81487,6703,"Census Tract 31, Multnomah County, OR","14000US41051003100"
2013,"2013",0,"Total",78919,7109,"Census Tract 32, Multnomah County, OR","14000US41051003200"
2013,"2013",0,"Total",47411,5514,"Census Tract 33.01, Multnomah County, OR","14000US41051003301"
2013,"2013",0,"Total",71518,7406.000000000001,"Census Tract 33.02, Multnomah County, OR","14000US41051003302"
2013,"2013",0,"Total",33981,8909,"Census Tract 34.01, Multnomah County, OR","14000US41051003401"
2013,"2013",0,"Total",48125,8841,"Census Tract 34.02, Multnomah County, OR","14000US41051003402"
2013,"2013",0,"Total",48203,14296,"Census Tract 35.01, Multnomah County, OR","14000US41051003501"
2013,"2013",0,"Total",78750,20070,"Census Tract 35.02, Multnomah County, OR","14000US41051003502"
2013,"2013",0,"Total",53203,9001,"Census Tract 36.01, Multnomah County, OR","14000US41051003601"
2013,"2013",0,"Total",72052,4061.9999999999995,"Census Tract 36.02, Multnomah County, OR","14000US41051003602"
2013,"2013",0,"Total",62438,13038,"Census Tract 36.03, Multnomah County, OR","14000US41051003603"
2013,"2013",0,"Total",46961,4506,"Census Tract 37.01, Multnomah County, OR","14000US41051003701"
2013,"2013",0,"Total",65652,15622,"Census Tract 37.02, Multnomah County, OR","14000US41051003702"
2013,"2013",0,"Total",42813,14609,"Census Tract 38.01, Multnomah County, OR","14000US41051003801"
2013,"2013",0,"Total",56188,4321,"Census Tract 38.02, Multnomah County, OR","14000US41051003802"
2013,"2013",0,"Total",52380,12486,"Census Tract 38.03, Multnomah County, OR","14000US41051003803"
2013,"2013",0,"Total",53882,4885,"Census Tract 39.01, Multnomah County, OR","14000US41051003901"
2013,"2013",0,"Total",65450,6593,"Census Tract 39.02, Multnomah County, OR","14000US41051003902"
2013,"2013",0,"Total",36250,5773,"Census Tract 40.01, Multnomah County, OR","14000US41051004001"
2013,"2013",0,"Total",58964,9608,"Census Tract 40.02, Multnomah County, OR","14000US41051004002"
2013,"2013",0,"Total",42637,2804,"Census Tract 41.01, Multnomah County, OR","14000US41051004101"
2013,"2013",0,"Total",47740,6851,"Census Tract 41.02, Multnomah County, OR","14000US41051004102"
2013,"2013",0,"Total",39296,6313,"Census Tract 42, Multnomah County, OR","14000US41051004200"
2013,"2013",0,"Total",87857,31921,"Census Tract 43, Multnomah County, OR","14000US41051004300"
2013,"2013",0,"Total",59798,18464,"Census Tract 45, Multnomah County, OR","14000US41051004500"
2013,"2013",0,"Total",124943,17529,"Census Tract 46.01, Multnomah County, OR","14000US41051004601"
2013,"2013",0,"Total",141250,12994,"Census Tract 46.02, Multnomah County, OR","14000US41051004602"
2013,"2013",0,"Total",62277,14228,"Census Tract 47, Multnomah County, OR","14000US41051004700"
2013,"2013",0,"Total",35724,4811,"Census Tract 48, Multnomah County, OR","14000US41051004800"
2013,"2013",0,"Total",28724,7431.000000000001,"Census Tract 49, Multnomah County, OR","14000US41051004900"
2013,"2013",0,"Total",79265,15171.000000000002,"Census Tract 50, Multnomah County, OR","14000US41051005000"
2013,"2013",0,"Total",39496,8655,"Census Tract 51, Multnomah County, OR","14000US41051005100"
2013,"2013",0,"Total",35492,5359,"Census Tract 52, Multnomah County, OR","14000US41051005200"
2013,"2013",0,"Total",22832,4503,"Census Tract 55, Multnomah County, OR","14000US41051005500"
2013,"2013",0,"Total",24702,3785,"Census Tract 56, Multnomah County, OR","14000US41051005600"
2013,"2013",0,"Total",55185,9045,"Census Tract 57, Multnomah County, OR","14000US41051005700"
2013,"2013",0,"Total",86429,20351,"Census Tract 58, Multnomah County, OR","14000US41051005800"
2013,"2013",0,"Total",81338,15868.999999999998,"Census Tract 59, Multnomah County, OR","14000US41051005900"
2013,"2013",0,"Total",71655,16399,"Census Tract 60.01, Multnomah County, OR","14000US41051006001"
2013,"2013",0,"Total",85664,11550,"Census Tract 60.02, Multnomah County, OR","14000US41051006002"
2013,"2013",0,"Total",79607,27903,"Census Tract 61, Multnomah County, OR","14000US41051006100"
2013,"2013",0,"Total",75086,9904,"Census Tract 62, Multnomah County, OR","14000US41051006200"
2013,"2013",0,"Total",70426,10277,"Census Tract 64.03, Multnomah County, OR","14000US41051006403"
2013,"2013",0,"Total",81058,14382,"Census Tract 65.01, Multnomah County, OR","14000US41051006501"
2013,"2013",0,"Total",58203,15011.999999999998,"Census Tract 65.02, Multnomah County, OR","14000US41051006502"
2013,"2013",0,"Total",82109,14162,"Census Tract 66.01, Multnomah County, OR","14000US41051006601"
2013,"2013",0,"Total",55833,9311,"Census Tract 66.02, Multnomah County, OR","14000US41051006602"
2013,"2013",0,"Total",73063,9404,"Census Tract 67.01, Multnomah County, OR","14000US41051006701"
2013,"2013",0,"Total",61612,5126,"Census Tract 67.02, Multnomah County, OR","14000US41051006702"
2013,"2013",0,"Total",66417,17551,"Census Tract 68.01, Multnomah County, OR","14000US41051006801"
2013,"2013",0,"Total",101477,15754.000000000002,"Census Tract 68.02, Multnomah County, OR","14000US41051006802"
2013,"2013",0,"Total",164024,25161,"Census Tract 69, Multnomah County, OR","14000US41051006900"
2013,"2013",0,"Total",133775,22180,"Census Tract 70, Multnomah County, OR","14000US41051007000"
2013,"2013",0,"Total",72464,16101,"Census Tract 71, Multnomah County, OR","14000US41051007100"
2013,"2013",0,"Total",45203,7306.000000000001,"Census Tract 72.01, Multnomah County, OR","14000US41051007201"
2013,"2013",0,"Total",53028,8937,"Census Tract 72.02, Multnomah County, OR","14000US41051007202"
2013,"2013",0,"Total",34545,8003,"Census Tract 73, Multnomah County, OR","14000US41051007300"
