OBJECTID,TRACT,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,H0010001,H0010002,H0010003,ALAND,AWATER,STUSAB,SUMLEV,GEOCODE,STATE,NAME,POP100,HU100,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020003,P0020004,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030002,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040003,P0040004,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010,SHAPEAREA,SHAPELEN
29,001301,11001001301,4160,3740,2570,611,11,429,0,119,375,2509,590,8,426,0,41,3452,2217,494,9,342,0,93,297,2165,482,8,339,0,33,2187,2062,125,2855501,26550,DC,140,11001001301,11,Census Tract 13.01,4160,2187,420,378,48,19,58,1,206,3,17,0,22,1,0,0,0,3,0,35,8,5,0,5,4,0,6,0,1,0,0,3,1,0,1,0,0,0,0,1,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160,3785,3574,211,190,46,18,56,1,40,1,17,0,8,1,0,0,0,2,0,19,5,5,0,0,4,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3155,297,266,20,19,32,1,164,2,4,0,22,1,0,0,0,1,0,25,8,1,0,1,3,0,6,0,1,0,0,3,1,0,0,0,0,0,0,1,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452,3155,3027,128,113,18,18,32,1,31,0,4,0,8,1,0,0,0,0,0,14,5,1,0,0,3,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,51,0,0,51,0,13,0,0,13,0,0
30,001303,11001001303,3763,3388,2518,397,9,373,3,88,338,2437,386,5,371,3,30,3449,2345,361,7,331,0,76,308,2271,351,3,329,0,26,2532,2323,209,889581,5274,DC,140,11001001303,11,Census Tract 13.03,3763,2532,375,346,48,10,72,0,185,5,6,0,14,1,0,0,5,0,0,27,9,1,0,6,0,0,3,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3763,3425,3232,193,177,48,8,70,0,28,4,6,0,7,1,0,0,5,0,0,16,9,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,329,302,36,10,56,0,171,5,6,0,14,1,0,0,3,0,0,25,9,1,0,6,0,0,3,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3449,3141,2980,161,145,36,8,54,0,26,4,6,0,7,1,0,0,3,0,0,16,9,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,001304,11001001304,4018,3605,2979,222,15,304,2,83,395,2897,214,5,299,1,14,3831,2870,215,13,299,1,76,366,2794,207,5,294,1,14,3087,2891,196,707155,9432,DC,140,11001001304,11,Census Tract 13.04,4018,3087,413,385,38,26,81,1,204,2,10,0,14,2,0,0,2,5,0,25,6,0,0,5,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,3623,3430,193,186,35,14,81,1,34,2,10,0,4,2,0,0,2,1,0,7,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,357,332,27,23,60,1,193,1,6,0,14,2,0,0,2,3,0,22,3,0,0,5,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3831,3465,3315,150,146,27,14,60,1,28,1,6,0,4,2,0,0,2,1,0,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0
32,001401,11001001401,3258,2917,2389,214,7,232,0,75,258,2339,213,3,230,0,17,2520,1851,186,6,213,0,58,183,1820,185,3,211,0,15,1477,1401,76,788095,0,DC,140,11001001401,11,Census Tract 14.01,3258,1477,341,323,46,7,84,0,170,4,3,0,9,0,0,0,0,0,0,17,5,3,0,0,0,0,4,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3258,3000,2802,198,189,46,4,79,0,47,4,3,0,6,0,0,0,0,0,0,9,2,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314,206,199,22,7,28,0,128,4,3,0,7,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,2337,2234,103,98,22,4,23,0,36,4,3,0,6,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,001402,11001001402,3514,3149,2403,446,6,224,0,70,293,2355,442,3,221,0,6,2829,1953,387,5,197,0,57,218,1919,383,2,194,0,6,1791,1668,123,895209,0,DC,140,11001001402,11,Census Tract 14.02,3514,1791,365,355,39,7,75,0,212,7,6,1,4,3,0,0,1,0,0,7,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514,3221,3027,194,190,35,6,71,0,60,7,6,1,0,3,0,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599,230,221,20,6,26,0,150,4,6,1,4,3,0,0,1,0,0,6,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829,2611,2504,107,103,19,6,22,0,41,4,6,1,0,3,0,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,0,0,0,0,0,0,0
34,001500,11001001500,6156,5542,4698,559,23,193,0,69,456,4602,549,10,193,0,34,4542,3526,483,18,151,0,49,284,3464,475,8,151,0,16,2282,2185,97,4684714,39895,DC,140,11001001500,11,Census Tract 15,6156,2282,614,572,73,22,123,0,320,6,15,2,6,0,0,3,0,0,2,36,6,9,0,5,1,0,6,0,8,0,0,0,0,0,0,0,0,0,0,1,6,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156,5700,5388,312,289,70,19,120,0,51,6,15,2,6,0,0,0,0,0,0,22,6,9,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4227,315,295,32,13,42,0,194,0,3,2,6,0,0,1,0,0,2,18,4,1,0,4,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4542,4258,4114,144,132,32,12,42,0,35,0,3,2,6,0,0,0,0,0,0,11,4,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,0,0,109,0,0,0,0,0,0,0
35,001600,11001001600,4471,4020,1331,2487,14,72,0,116,334,1278,2447,9,72,0,36,3466,940,2095,13,61,0,89,222,914,2070,8,61,0,24,1720,1619,101,2667590,7820,DC,140,11001001600,11,Census Tract 16,4471,1720,451,404,101,7,61,0,134,21,24,0,40,1,0,5,0,8,2,37,11,5,1,11,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4471,4137,3842,295,267,93,7,59,0,33,21,24,0,23,1,0,0,0,6,0,22,10,4,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,268,242,46,5,26,0,90,21,11,0,30,1,0,4,0,8,0,22,9,1,0,4,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,3244,3077,167,156,42,5,24,0,25,21,11,0,21,1,0,0,0,6,0,11,8,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,16,0,43,0,0
36,001702,11001001702,3356,3013,1219,1475,11,104,3,201,380,1185,1449,7,104,2,47,2799,1047,1249,10,84,1,157,302,1021,1225,6,84,0,36,1737,1624,113,939295,0,DC,140,11001001702,11,Census Tract 17.02,3356,1737,343,310,60,15,50,2,122,15,8,0,32,0,0,4,0,1,1,32,19,0,0,2,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3356,2976,2794,182,163,57,7,48,1,21,11,8,0,10,0,0,0,0,0,0,19,16,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,251,220,40,15,29,1,90,7,8,0,24,0,0,4,0,1,1,31,19,0,0,2,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,2497,2372,125,107,37,7,27,1,13,7,8,0,7,0,0,0,0,0,0,18,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,16,0,0
37,001803,11001001803,4102,3822,360,2243,43,54,4,1118,1457,266,2195,4,53,0,45,3066,285,1745,33,45,4,750,1001,222,1714,4,44,0,21,1640,1559,81,1136289,31909,DC,140,11001001803,11,Census Tract 18.03,4102,1640,280,268,29,1,6,0,158,10,8,0,33,2,0,18,0,0,3,8,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4102,2645,2563,82,70,29,0,6,0,4,8,6,0,16,1,0,0,0,0,0,8,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,204,195,21,1,4,0,112,5,6,0,29,1,0,13,0,0,3,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3066,2065,2005,60,51,21,0,4,0,1,5,4,0,16,0,0,0,0,0,0,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,001804,11001001804,5500,5050,534,2997,29,55,0,1435,1929,408,2944,1,55,0,25,4129,372,2404,25,51,0,933,1280,310,2367,1,51,0,14,2225,2061,164,601755,0,DC,140,11001001804,11,Census Tract 18.04,5500,2225,450,403,49,11,17,3,201,10,9,4,75,0,0,17,0,6,1,42,6,0,0,20,0,0,10,3,0,0,0,0,2,0,1,0,0,0,0,0,5,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,3571,3433,138,125,49,6,16,3,5,10,7,4,24,0,0,0,0,1,0,11,5,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3785,344,312,30,5,8,3,158,10,9,4,68,0,0,10,0,6,1,27,6,0,0,9,0,0,6,3,0,0,0,0,2,0,1,0,0,0,0,0,5,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129,2849,2743,106,93,30,1,8,3,5,10,7,4,24,0,0,0,0,1,0,11,5,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,0,0,32,0,0
39,001901,11001001901,4206,3766,855,2185,45,124,2,555,875,800,2162,6,124,2,36,3316,657,1840,33,100,2,375,620,617,1821,0,100,2,19,1644,1538,106,769304,0,DC,140,11001001901,11,Census Tract 19.01,4206,1644,440,388,58,19,36,3,173,26,7,5,44,1,0,10,3,2,1,48,23,6,0,3,3,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4206,3331,3130,201,168,47,12,36,3,12,26,7,5,16,0,0,2,2,0,0,32,22,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3007,309,267,38,19,9,3,111,21,6,5,40,1,0,10,3,0,1,42,21,6,0,3,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,2696,2559,137,109,27,12,9,3,7,21,6,5,15,0,0,2,2,0,0,28,20,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,13,0,0,13,0,0
40,001902,11001001902,2117,1911,466,1266,11,48,2,118,261,433,1257,3,47,1,14,1681,349,1074,9,43,2,85,169,327,1067,3,43,1,14,883,842,41,877346,0,DC,140,11001001902,11,Census Tract 19.02,2117,883,206,176,41,4,18,0,81,11,10,0,5,2,4,0,0,0,0,26,7,0,0,5,0,0,9,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,1856,1755,101,89,35,1,18,0,3,11,10,0,5,2,4,0,0,0,0,12,7,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562,119,99,27,3,0,0,47,11,2,0,5,0,4,0,0,0,0,17,5,0,0,5,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,1512,1455,57,50,25,0,0,0,3,11,2,0,5,0,4,0,0,0,0,7,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0
41,002001,11001002001,2926,2579,669,1042,42,71,0,755,1106,587,1018,4,71,0,14,2250,528,869,26,64,0,523,771,471,853,4,64,0,7,1130,1061,69,632724,1132,DC,140,11001002001,11,Census Tract 20.01,2926,1130,347,312,38,3,23,0,172,16,9,1,41,0,0,7,1,1,0,34,20,4,0,2,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926,1820,1694,126,104,33,2,23,0,10,16,9,1,8,0,0,0,1,1,0,22,16,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,240,215,17,2,3,0,127,16,9,1,35,0,0,3,1,1,0,24,11,4,0,2,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,1479,1399,80,63,17,2,3,0,5,16,9,1,8,0,0,0,1,1,0,17,11,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,82,0,0,82,0,0
42,002301,11001002301,3266,2920,1012,1455,20,125,1,307,551,956,1437,7,122,0,29,2592,814,1216,16,109,0,215,374,778,1202,7,106,0,24,1254,1169,85,407679,0,DC,140,11001002301,11,Census Tract 23.01,3266,1254,346,317,29,20,56,0,151,10,4,0,32,0,0,9,0,0,6,26,19,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,2715,2551,164,143,23,14,52,0,28,9,4,0,13,0,0,0,0,0,0,21,16,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,222,201,17,14,23,0,97,9,2,0,26,0,0,7,0,0,6,21,14,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592,2218,2117,101,85,15,8,22,0,16,9,2,0,13,0,0,0,0,0,0,16,11,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,9,0,0
43,002302,11001002302,1762,1673,651,896,11,59,1,55,114,639,887,7,59,0,2,1495,629,712,1,46,1,47,80,617,709,0,46,0,2,686,576,110,2010924,5298,DC,140,11001002302,11,Census Tract 23.02,1762,686,89,75,16,3,9,0,20,2,7,0,15,1,0,2,0,0,0,11,4,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,1648,1594,54,49,16,3,7,0,5,2,7,0,8,1,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,59,52,11,3,7,0,12,2,6,0,11,0,0,0,0,0,0,7,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,1415,1374,41,37,11,3,7,0,0,2,6,0,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,556,0,0,556,0,16,0,0,16,0,0
44,002400,11001002400,4095,3638,1553,1501,30,148,1,405,751,1455,1478,9,144,1,13,3488,1350,1326,25,138,1,316,612,1272,1304,4,137,1,5,1724,1582,142,556408,0,DC,140,11001002400,11,Census Tract 24,4095,1724,457,401,49,30,87,2,165,13,3,0,45,0,0,7,0,0,0,54,15,5,0,12,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4095,3344,3100,244,227,48,12,85,2,41,13,2,0,24,0,0,0,0,0,0,17,9,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3156,332,292,23,30,40,2,139,13,2,0,37,0,0,6,0,0,0,38,6,3,0,7,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,2876,2723,153,142,23,12,40,2,32,13,2,0,18,0,0,0,0,0,0,11,5,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,36,0,0
45,002501,11001002501,2688,2362,828,1100,8,61,0,365,613,795,1090,2,61,0,15,2190,667,942,8,58,0,272,478,640,934,2,58,0,7,1099,1022,77,543460,0,DC,140,11001002501,11,Census Tract 25.01,2688,1099,326,306,34,7,24,0,182,7,5,0,32,0,0,13,0,2,0,14,2,3,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,2075,1963,112,104,32,3,24,0,20,7,5,0,13,0,0,0,0,0,0,7,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,243,235,23,7,8,0,146,7,5,0,32,0,0,7,0,0,0,6,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,1712,1641,71,68,21,3,8,0,11,7,5,0,13,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,76,0,0,76,0,0
46,002503,11001002503,3031,2707,1131,962,8,159,0,447,712,1044,953,1,157,0,21,2622,1034,849,6,141,0,341,548,966,840,0,139,0,12,1523,1422,101,292105,0,DC,140,11001002503,11,Census Tract 25.03,3031,1523,324,290,27,19,53,1,127,5,8,0,36,1,0,10,1,1,1,28,7,1,0,13,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,2319,2176,143,126,24,11,52,1,13,5,8,0,10,1,0,0,1,0,0,15,6,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371,251,227,22,13,39,0,98,5,8,0,32,1,0,7,1,0,1,22,7,0,0,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622,2074,1957,117,102,19,8,38,0,12,5,8,0,10,1,0,0,1,0,0,13,6,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,36,0,0
