,DP02_0001E,DP02_0152E,DP02_0152PE,DP02_0153E,DP02_0153PE,DP03_0062E,DP03_0062PE,DP03_0119E,DP03_0119PE,DP05_0001E,DP05_0071E,DP05_0071PE,DP05_0078E,DP05_0078PE,state,county,tract
1177,1467,1064,72.5,911,62.1,41138,-888888888,-888888888,24.2,4076,1724,42.3,1000,24.5,17,031,829500
1178,2431,2376,97.7,2115,87.0,88003,-888888888,-888888888,8.2,6895,353,5.1,5776,83.8,17,031,830004
1179,1612,1435,89.0,1361,84.4,97000,-888888888,-888888888,2.2,4163,0,0.0,3137,75.4,17,031,830005
1180,1201,1048,87.3,964,80.3,56009,-888888888,-888888888,8.2,3055,255,8.3,1904,62.3,17,031,830006
1181,2169,1926,88.8,1744,80.4,59662,-888888888,-888888888,12.1,5324,77,1.4,4368,82.0,17,031,830201
1182,2991,2839,94.9,2618,87.5,102125,-888888888,-888888888,2.3,5183,475,9.2,567,10.9,17,031,320600
1183,672,537,79.9,449,66.8,13676,-888888888,-888888888,49.6,1979,0,0.0,1970,99.5,17,031,350400
1184,2441,2313,94.8,2204,90.3,76799,-888888888,-888888888,5.0,6818,722,10.6,122,1.8,17,031,804810
1185,2466,2281,92.5,2243,91.0,109539,-888888888,-888888888,2.6,6649,242,3.6,168,2.5,17,031,804901
1186,1157,975,84.3,908,78.5,66250,-888888888,-888888888,8.0,3161,34,1.1,214,6.8,17,031,805301
1187,1346,1236,91.8,1191,88.5,86833,-888888888,-888888888,6.3,3722,244,6.6,9,0.2,17,031,805302
1188,1814,1718,94.7,1640,90.4,85980,-888888888,-888888888,4.5,4973,322,6.5,57,1.1,17,031,805402
1189,1748,1639,93.8,1542,88.2,94028,-888888888,-888888888,4.1,4644,885,19.1,55,1.2,17,031,806300
1190,1160,1116,96.2,1065,91.8,117177,-888888888,-888888888,6.8,3522,384,10.9,471,13.4,17,031,807100
1191,1789,1582,88.4,1495,83.6,74129,-888888888,-888888888,9.0,5367,520,9.7,2,0.0,17,031,808200
1192,1334,1244,93.3,1217,91.2,95071,-888888888,-888888888,5.7,4017,379,9.4,56,1.4,17,031,808500
1193,1726,1655,95.9,1532,88.8,128182,-888888888,-888888888,3.2,4670,353,7.6,503,10.8,17,031,812900
1194,1792,1762,98.3,1611,89.9,99808,-888888888,-888888888,2.3,4954,859,17.3,967,19.5,17,031,813100
1195,1543,1483,96.1,1407,91.2,135121,-888888888,-888888888,3.3,4262,478,11.2,357,8.4,17,031,813200
1196,1821,1637,89.9,1478,81.2,50426,-888888888,-888888888,20.1,7660,7008,91.5,130,1.7,17,031,813400
1197,1241,1100,88.6,966,77.8,41972,-888888888,-888888888,15.0,4257,3820,89.7,248,5.8,17,031,814100
1198,285,225,78.9,169,59.3,53750,-888888888,-888888888,19.8,945,664,70.3,88,9.3,17,031,291600
1199,625,376,60.2,330,52.8,32589,-888888888,-888888888,24.3,2000,35,1.8,1916,95.8,17,031,292400
1200,784,588,75.0,551,70.3,31207,-888888888,-888888888,20.5,2217,1879,84.8,199,9.0,17,031,301100
1201,1302,956,73.4,842,64.7,28484,-888888888,-888888888,27.3,4242,4042,95.3,113,2.7,17,031,301600
1202,1315,979,74.4,935,71.1,36657,-888888888,-888888888,18.4,4454,3829,86.0,372,8.4,17,031,660500
1203,1934,1884,97.4,1586,82.0,59038,-888888888,-888888888,15.4,7115,3757,52.8,2821,39.6,17,031,661100
1204,336,185,55.1,174,51.8,26250,-888888888,-888888888,34.3,975,144,14.8,827,84.8,17,031,670600
1205,308,245,79.5,190,61.7,26154,-888888888,-888888888,44.2,632,0,0.0,632,100.0,17,031,690500
1206,1023,869,84.9,715,69.9,42538,-888888888,-888888888,17.2,2256,11,0.5,2240,99.3,17,031,691000
1207,1904,1580,83.0,1127,59.2,39659,-888888888,-888888888,19.1,5608,203,3.6,5321,94.9,17,031,710400
1208,1838,1628,88.6,1422,77.4,85064,-888888888,-888888888,2.8,4465,480,10.8,447,10.0,17,031,740400
1209,1943,1545,79.5,1275,65.6,58147,-888888888,-888888888,7.0,5248,1377,26.2,135,2.6,17,031,770800
1210,969,904,93.3,913,94.2,98125,-888888888,-888888888,15.4,2281,284,12.5,27,1.2,17,031,800800
1211,4751,4446,93.6,3902,82.1,64640,-888888888,-888888888,11.8,8204,659,8.0,1135,13.8,17,031,081000
1212,1318,1153,87.5,1002,76.0,57500,-888888888,-888888888,12.0,2631,712,27.1,73,2.8,17,031,030400
1213,1431,1403,98.0,1259,88.0,107148,-888888888,-888888888,5.1,3126,327,10.5,185,5.9,17,031,030900
1214,1270,1170,92.1,1144,90.1,69265,-888888888,-888888888,3.3,2558,295,11.5,205,8.0,17,031,031900
1215,2078,1876,90.3,1747,84.1,94821,-888888888,-888888888,1.7,5092,386,7.6,95,1.9,17,031,050200
1216,1158,1070,92.4,1044,90.2,151094,-888888888,-888888888,3.9,3466,46,1.3,16,0.5,17,031,802100
1217,1928,1849,95.9,1823,94.6,107571,-888888888,-888888888,0.7,4812,337,7.0,48,1.0,17,031,802801
1218,1224,1174,95.9,1149,93.9,121875,-888888888,-888888888,0.7,3416,98,2.9,12,0.4,17,031,803100
1219,1793,1758,98.0,1734,96.7,109516,-888888888,-888888888,1.3,4912,493,10.0,6,0.1,17,031,803607
1220,2469,2351,95.2,2322,94.0,113083,-888888888,-888888888,0.6,6888,508,7.4,95,1.4,17,031,804606
1221,1593,1522,95.5,1477,92.7,63277,-888888888,-888888888,5.8,4470,1135,25.4,381,8.5,17,031,804705
1222,1508,1446,95.9,1370,90.8,86333,-888888888,-888888888,0.0,3767,262,7.0,175,4.6,17,031,804710
1223,2961,2857,96.5,2625,88.7,75377,-888888888,-888888888,5.2,7733,1445,18.7,519,6.7,17,031,804711
1224,1211,1117,92.2,1046,86.4,72022,-888888888,-888888888,6.9,2994,163,5.4,51,1.7,17,031,805106
1225,1685,1485,88.1,1451,86.1,90417,-888888888,-888888888,10.1,4178,238,5.7,114,2.7,17,031,805109
1226,3036,2501,82.4,2249,74.1,43704,-888888888,-888888888,4.4,7042,1792,25.4,255,3.6,17,031,805002
1227,2132,2069,97.0,2050,96.2,76280,-888888888,-888888888,1.5,6037,787,13.0,122,2.0,17,031,804803
1228,828,782,94.4,750,90.6,107931,-888888888,-888888888,3.3,2618,512,19.6,90,3.4,17,031,804808
1229,1843,1745,94.7,1714,93.0,93086,-888888888,-888888888,5.0,5303,620,11.7,15,0.3,17,031,804902
1230,1229,887,72.2,812,66.1,59180,-888888888,-888888888,1.1,3294,499,15.1,23,0.7,17,031,805112
1231,1545,1514,98.0,1438,93.1,141339,-888888888,-888888888,4.5,3950,108,2.7,12,0.3,17,031,805502
1232,979,889,90.8,854,87.2,95733,-888888888,-888888888,6.4,2465,77,3.1,3,0.1,17,031,805801
1233,1441,1441,100.0,1394,96.7,122743,-888888888,-888888888,0.0,3921,256,6.5,229,5.8,17,031,806700
1234,811,773,95.3,691,85.2,106473,-888888888,-888888888,1.7,2589,275,10.6,9,0.3,17,031,807800
1235,1447,1299,89.8,1225,84.7,149583,-888888888,-888888888,0.0,3976,48,1.2,241,6.1,17,031,809000
1236,1383,1252,90.5,1189,86.0,106103,-888888888,-888888888,1.4,3193,122,3.8,206,6.5,17,031,809100
1237,1112,1078,96.9,1027,92.4,83750,-888888888,-888888888,4.8,3087,339,11.0,823,26.7,17,031,810302
1238,1947,1545,79.4,1357,69.7,58669,-888888888,-888888888,7.1,5490,513,9.3,68,1.2,17,031,810502
1239,1813,1597,88.1,1325,73.1,54201,-888888888,-888888888,12.4,4981,2122,42.6,3,0.1,17,031,810701
1240,1661,1512,91.0,1389,83.6,76294,-888888888,-888888888,3.4,5242,1294,24.7,79,1.5,17,031,810800
1241,1442,1266,87.8,1207,83.7,59196,-888888888,-888888888,3.6,4158,2177,52.4,13,0.3,17,031,811402
1242,1996,1660,83.2,1534,76.9,76618,-888888888,-888888888,6.8,6441,2892,44.9,0,0.0,17,031,811500
1243,3963,3921,98.9,3703,93.4,125880,-888888888,-888888888,1.9,6741,150,2.2,197,2.9,17,031,080100
1244,1873,1682,89.8,1337,71.4,41250,-888888888,-888888888,10.8,4331,193,4.5,2500,57.7,17,031,080400
1245,3480,3336,95.9,2935,84.3,86207,-888888888,-888888888,5.8,5393,155,2.9,168,3.1,17,031,081300
1246,2861,2420,84.6,2166,75.7,80817,-888888888,-888888888,11.9,6819,923,13.5,178,2.6,17,031,100200
1247,2676,1900,71.0,1816,67.9,79138,-888888888,-888888888,3.1,6259,667,10.7,29,0.5,17,031,100300
1248,1235,1190,96.4,1100,89.1,99306,-888888888,-888888888,8.5,3727,1091,29.3,18,0.5,17,031,120400
1249,2890,2571,89.0,2339,80.9,77877,-888888888,-888888888,4.4,7862,2637,33.5,163,2.1,17,031,150300
1250,1210,1078,89.1,968,80.0,76885,-888888888,-888888888,8.1,3616,1764,48.8,21,0.6,17,031,151200
1251,1223,1127,92.2,1010,82.6,85216,-888888888,-888888888,5.0,3023,634,21.0,92,3.0,17,031,160200
1252,1544,1323,85.7,1081,70.0,63542,-888888888,-888888888,9.2,4189,1208,28.8,112,2.7,17,031,170400
1253,1418,1120,79.0,940,66.3,62955,-888888888,-888888888,5.3,4099,1351,33.0,44,1.1,17,031,170800
1254,2235,1867,83.5,1733,77.5,57813,-888888888,-888888888,14.4,6228,2997,48.1,30,0.5,17,031,180100
1255,2618,2326,88.8,2196,83.9,58214,-888888888,-888888888,10.0,6517,936,14.4,3049,46.8,17,031,828505
1256,1272,1137,89.4,1014,79.7,76875,-888888888,-888888888,11.3,4198,188,4.5,3093,73.7,17,031,828701
1257,419,261,62.3,199,47.5,21192,-888888888,-888888888,39.9,1316,15,1.1,1295,98.4,17,031,829000
1258,1483,1358,91.6,1130,76.2,41578,-888888888,-888888888,9.3,3270,112,3.4,2147,65.7,17,031,829402
1259,881,776,88.1,690,78.3,43988,-888888888,-888888888,12.1,2886,1183,41.0,329,11.4,17,031,140601
1260,1073,998,93.0,898,83.7,71125,-888888888,-888888888,11.0,3028,1450,47.9,161,5.3,17,031,140701
1261,1997,1750,87.6,1444,72.3,57708,-888888888,-888888888,14.9,5882,3746,63.7,183,3.1,17,031,140702
1262,1812,1720,94.9,1476,81.5,63125,-888888888,-888888888,8.8,4909,1353,27.6,91,1.9,17,031,150401
1263,1298,1217,93.8,1134,87.4,87708,-888888888,-888888888,6.0,3817,1163,30.5,42,1.1,17,031,150402
1264,1407,1312,93.2,1232,87.6,75956,-888888888,-888888888,5.2,3903,1047,26.8,127,3.3,17,031,150501
1265,1482,1265,85.4,1234,83.3,63813,-888888888,-888888888,1.7,4339,1456,33.6,71,1.6,17,031,150502
1266,911,755,82.9,659,72.3,65417,-888888888,-888888888,6.3,2803,1832,65.4,57,2.0,17,031,151001
1267,1531,1380,90.1,1225,80.0,62483,-888888888,-888888888,4.0,4892,3453,70.6,90,1.8,17,031,151002
1268,1370,1274,93.0,1000,73.0,56875,-888888888,-888888888,11.5,3729,2436,65.3,45,1.2,17,031,160502
1269,1304,1213,93.0,1117,85.7,69375,-888888888,-888888888,4.4,3362,1339,39.8,96,2.9,17,031,160601
1270,1449,1329,91.7,1219,84.1,66776,-888888888,-888888888,7.3,3735,1692,45.3,140,3.7,17,031,160602
1271,1301,1092,83.9,1034,79.5,60349,-888888888,-888888888,10.9,4019,2048,51.0,188,4.7,17,031,160501
1272,1145,1037,90.6,953,83.2,56771,-888888888,-888888888,12.7,4976,4267,85.8,227,4.6,17,031,190601
1273,1253,1051,83.9,975,77.8,63750,-888888888,-888888888,10.1,4394,2696,61.4,61,1.4,17,031,190401
1274,1707,1414,82.8,1194,69.9,53021,-888888888,-888888888,5.0,5385,3756,69.7,91,1.7,17,031,190402
1275,2747,2469,89.9,2091,76.1,45639,-888888888,-888888888,28.6,7455,1671,22.4,2481,33.3,17,031,010201
1276,1572,1385,88.1,1212,77.1,39388,-888888888,-888888888,26.6,3089,465,15.1,669,21.7,17,031,010502
1277,1136,1022,90.0,919,80.9,41486,-888888888,-888888888,16.4,2896,753,26.0,974,33.6,17,031,010202
1278,2374,2151,90.6,1672,70.4,39730,-888888888,-888888888,18.8,4102,387,9.4,1358,33.1,17,031,010501
1279,1059,844,79.7,700,66.1,18516,-888888888,-888888888,28.8,1806,54,3.0,255,14.1,17,031,010503
1280,1512,1404,92.9,1302,86.1,60167,-888888888,-888888888,10.4,3620,943,26.0,849,23.5,17,031,010701
1281,2083,2033,97.6,1714,82.3,44583,-888888888,-888888888,21.1,5082,1377,27.1,1599,31.5,17,031,010702
1282,1497,1130,75.5,1051,70.2,39520,-888888888,-888888888,18.7,4993,4055,81.2,14,0.3,17,031,580501
1283,1504,1195,79.5,1049,69.7,37943,-888888888,-888888888,19.7,5358,4211,78.6,21,0.4,17,031,580502
1284,1524,1279,83.9,1138,74.7,60802,-888888888,-888888888,5.0,4919,3913,79.5,66,1.3,17,031,650301
1285,1106,979,88.5,909,82.2,49130,-888888888,-888888888,13.6,4213,3941,93.5,0,0.0,17,031,650302
1286,533,325,61.0,301,56.5,24230,-888888888,-888888888,24.6,1398,956,68.4,402,28.8,17,031,660301
1287,1489,1056,70.9,1027,69.0,30891,-888888888,-888888888,25.2,4999,3522,70.5,1306,26.1,17,031,660302
1288,1741,1483,85.2,1418,81.4,69620,-888888888,-888888888,7.3,6530,4670,71.5,680,10.4,17,031,700301
1289,1774,1548,87.3,1452,81.8,66250,-888888888,-888888888,7.2,5836,3522,60.3,1118,19.2,17,031,700302
1290,1922,1850,96.3,1609,83.7,65000,-888888888,-888888888,14.7,6337,2007,31.7,3721,58.7,17,031,700401
1291,1289,1206,93.6,1070,83.0,70072,-888888888,-888888888,19.7,4484,1128,25.2,2830,63.1,17,031,700402
1292,2454,2154,87.8,1936,78.9,65847,-888888888,-888888888,7.0,6594,416,6.3,5410,82.0,17,031,700501
1293,1032,984,95.3,909,88.1,102125,-888888888,-888888888,6.3,3449,113,3.3,3045,88.3,17,031,700502
1294,2258,1947,86.2,1461,64.7,26731,-888888888,-888888888,20.6,5262,200,3.8,4926,93.6,17,031,730201
1295,1038,927,89.3,745,71.8,57143,-888888888,-888888888,7.9,3098,5,0.2,3003,96.9,17,031,730202
1296,1374,1357,98.8,1339,97.5,144853,-888888888,-888888888,3.3,3866,134,3.5,109,2.8,17,031,808800
1297,1449,1232,85.0,1084,74.8,44458,-888888888,-888888888,19.9,4401,1069,24.3,2379,54.1,17,031,809200
1298,1945,1567,80.6,1502,77.2,81152,-888888888,-888888888,1.9,5268,426,8.1,16,0.3,17,031,810501
1299,2367,1971,83.3,1787,75.5,51763,-888888888,-888888888,9.8,6152,1897,30.8,3,0.0,17,031,811100
1300,1711,1561,91.2,1499,87.6,69021,-888888888,-888888888,7.6,4957,1438,29.0,128,2.6,17,031,811200
1301,1527,1394,91.3,1238,81.1,65438,-888888888,-888888888,6.1,3173,218,6.9,740,23.3,17,031,812500
1302,1552,1345,86.7,1178,75.9,65313,-888888888,-888888888,10.1,3285,342,10.4,713,21.7,17,031,812700
1303,1318,1089,82.6,949,72.0,50481,-888888888,-888888888,8.0,4573,4098,89.6,125,2.7,17,031,814000
1304,1216,1042,85.7,938,77.1,60395,-888888888,-888888888,5.7,3806,2462,64.7,421,11.1,17,031,815000
1305,1105,699,63.3,489,44.3,30742,-888888888,-888888888,30.1,3785,3743,98.9,1,0.0,17,031,301701
1306,885,543,61.4,462,52.2,31875,-888888888,-888888888,25.4,3421,3313,96.8,33,1.0,17,031,301802
1307,1070,922,86.2,775,72.4,43771,-888888888,-888888888,15.7,4645,4526,97.4,0,0.0,17,031,301702
1308,1100,740,67.3,606,55.1,37000,-888888888,-888888888,21.1,3568,3377,94.6,2,0.1,17,031,301801
1309,1350,984,72.9,863,63.9,32208,-888888888,-888888888,18.2,4423,4267,96.5,0,0.0,17,031,301803
1310,1684,1221,72.5,1197,71.1,32122,-888888888,-888888888,18.4,3199,55,1.7,3105,97.1,17,031,430101
1311,1981,1583,79.9,1358,68.6,30306,-888888888,-888888888,16.1,3120,68,2.2,2883,92.4,17,031,430102
1312,1297,1034,79.7,948,73.1,27361,-888888888,-888888888,21.9,3236,59,1.8,3049,94.2,17,031,431301
1313,1507,1270,84.3,1210,80.3,29966,-888888888,-888888888,39.1,4329,366,8.5,3922,90.6,17,031,431302
1314,1980,1556,78.6,1125,56.8,20404,-888888888,-888888888,37.7,4088,14,0.3,3966,97.0,17,031,440101
1315,1665,1326,79.6,1071,64.3,32047,-888888888,-888888888,27.2,3473,80,2.3,3138,90.4,17,031,440102
1316,1597,1260,78.9,1088,68.1,35795,-888888888,-888888888,21.3,3012,82,2.7,2851,94.7,17,031,440202
1317,1154,959,83.1,888,76.9,34483,-888888888,-888888888,33.8,3634,1040,28.6,2524,69.5,17,031,460301
1318,1109,945,85.2,899,81.1,28470,-888888888,-888888888,25.4,3322,237,7.1,2808,84.5,17,031,460302
